sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,6.25,-1.67335745260289e-09,3.38480071937773e-11,2.094770374250415e-11,1.1789374774115738e-11,1.1109286771574119e-12,15.287982389201947
1st2KB_B64-T51,6.0,-1.25563026642794e-09,3.349401295115648e-11,2.0639483919647522e-11,1.1789374774115738e-11,1.0651542573932222e-12,15.287982389201947
1st2KB_B64-T51,5.75,-9.44619160669902e-10,3.314001870853573e-11,2.033126409679096e-11,1.1789374774115738e-11,1.0193798376290329e-12,15.287982389201947
1st2KB_B64-T51,5.5,-6.94735990958151e-10,3.278602446591501e-11,2.0023044273934423e-11,1.1789374774115738e-11,9.736054178648431e-13,15.287982389201947
1st2KB_B64-T51,5.25,-5.05625319391356e-10,3.243203022329428e-11,1.971482445107789e-11,1.1789374774115738e-11,9.278309981006538e-13,15.287982389201947
1st2KB_B64-T51,5.0,-3.5097252881755e-10,3.207803598067355e-11,1.940660462822135e-11,1.1789374774115738e-11,8.820565783364631e-13,15.287982389201947
1st2KB_B64-T51,4.75,-2.55764298628947e-10,3.172404173805283e-11,1.909838480536481e-11,1.1789374774115738e-11,8.362821585722735e-13,15.287982389201947
1st2KB_B64-T51,4.5,-1.76784503702621e-10,3.1370047495432104e-11,1.8790164982508286e-11,1.1789374774115738e-11,7.905077388080841e-13,15.287982389201947
1st2KB_B64-T51,4.25,-1.20329551878129e-10,3.101605325281138e-11,1.8481945159651744e-11,1.1789374774115738e-11,7.447333190438941e-13,15.287982389201947
1st2KB_B64-T51,4.0,-8.12168596264762e-11,3.066205901019065e-11,1.817372533679521e-11,1.1789374774115738e-11,6.989588992797047e-13,15.287982389201947
1st2KB_B64-T51,3.75,-5.22450312179235e-11,3.030806476756992e-11,1.7865505513938674e-11,1.1789374774115738e-11,6.53184479515515e-13,15.287982389201947
1st2KB_B64-T51,3.5,-3.21558751847917e-11,2.9954070524949206e-11,1.755728569108214e-11,1.1789374774115738e-11,6.074100597513252e-13,15.287982389201947
1st2KB_B64-T51,3.25,-1.960146801816e-11,2.960007628232848e-11,1.7249065868225607e-11,1.1789374774115738e-11,5.616356399871357e-13,15.287982389201947
1st2KB_B64-T51,3.0,-1.24079262489585e-11,2.9246082039707754e-11,1.6940846045369065e-11,1.1789374774115738e-11,5.15861220222946e-13,15.287982389201947
1st2KB_B64-T51,2.75,-7.51738688659076e-12,2.8892087797086986e-11,1.6632626222512492e-11,1.1789374774115738e-11,4.700868004587559e-13,15.287982389201947
1st2KB_B64-T51,2.5,-3.97707864904784e-12,2.8538093554466167e-11,1.6324406399655866e-11,1.1789374774115738e-11,4.243123806945663e-13,15.287982389201947
1st2KB_B64-T51,2.25,-2.1131631600807e-12,2.8184099311845137e-11,1.6016186576799024e-11,1.1789374774115738e-11,3.7853796093037643e-13,15.287982389201947
1st2KB_B64-T51,2.0,-1.04179067716287e-12,2.7830105069223564e-11,1.570796675394164e-11,1.1789374774115738e-11,3.327635411661873e-13,15.287982389201947
1st2KB_B64-T51,1.75,-4.00579499041862e-13,2.747611082660057e-11,1.5399746931082836e-11,1.1789374774115738e-11,2.869891214019976e-13,15.287982389201947
1st2KB_B64-T51,1.5,-1.74563664846923e-13,2.7122116583974093e-11,1.5091527108220546e-11,1.1789374774115738e-11,2.4121470163780795e-13,15.287982389201947
1st2KB_B64-T51,1.25,5.01747996178425e-14,2.676812234133938e-11,1.4783307285350023e-11,1.1789374774115738e-11,1.9544028187361818e-13,15.287982389201947
1st2KB_B64-T51,1.0,7.64001288990936e-14,2.6414128098685905e-11,1.447508746246074e-11,1.1789374774115738e-11,1.4966586210942804e-13,15.287982389201947
1st2KB_B64-T51,0.75,1.00128611727878e-13,2.6060133855991023e-11,1.4166867639530045e-11,1.1789374774115738e-11,1.0389144234523838e-13,15.287982389201947
1st2KB_B64-T51,0.5,1.5597587240887e-13,2.5706139613207188e-11,1.3858647816510405e-11,1.1789374774115738e-11,5.811702258104874e-14,15.287982389201947
1st2KB_B64-T51,0.25,1.91055396329964e-13,2.5352145370237175e-11,1.3550427993304576e-11,1.1789374774115738e-11,1.234260281685924e-14,15.287982389201947
1st2KB_B64-T51,0.0,2.28024820162973e-13,2.4998151122749073e-11,1.324220816971781e-11,1.1789374769978596e-11,-3.3431816947330544e-14,15.287982389201947
1st2KB_B64-T53,0.0,2.47765031418951e-14,1.1779362037798657e-11,1.1922540275465149e-23,1.1789374774115421e-11,-1.0012736328685975e-14,0.4718873060077289
1st2KB_B64-T53,-0.25,2.5310235542619e-14,-5.57871560935846e-14,1.9150015057093945e-26,-7.2807955533510505e-25,-5.578715609287567e-14,0.4718873060077289
1st2KB_B64-T53,-0.5,6.71524196926149e-14,-1.0156157586256953e-13,-4.160041223075754e-24,-1.3441423650196319e-24,-1.0156157585706536e-13,0.4718873060077289
1st2KB_B64-T53,-0.75,8.63740502732302e-14,-1.4733599574912552e-13,-1.2563652647984897e-22,-2.233883134140036e-24,-1.4733599562125508e-13,0.4718873060077289
1st2KB_B64-T53,-1.0,1.04806185160632e-13,-1.9311041679322246e-13,-1.404297153279155e-21,-3.480585959043226e-24,-1.9311041538544471e-13,0.4718873060077289
1st2KB_B64-T53,-1.25,1.28161465272857e-13,-2.388848451167871e-13,-9.961967254657494e-21,-5.185376722426283e-24,-2.388848351496344e-13,0.4718873060077289
1st2KB_B64-T53,-1.5,1.55286617982767e-13,-2.8465930870545563e-13,-5.378416060438502e-20,-7.470862050886333e-24,-2.8465925491382416e-13,0.4718873060077289
