sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,3.25,-9.47398301302804e-13,4.127706480202193e-12,1.4537528122068616e-12,2.0153531678321684e-28,2.673953667995332e-12,-6.375490123800083
1st2KB_B64-T51,3.5,-1.08777732914928e-12,4.242003325367339e-12,1.369433385104451e-12,2.5377536723286713e-32,2.8725699402628876e-12,-5.417837577094217
1st2KB_B64-T51,3.75,-1.28735759032106e-12,4.649727332730117e-12,1.5767366905767208e-12,2.0572023387102662e-32,3.072990642153396e-12,-4.714579322939507
1st2KB_B64-T51,4.0,-1.5744818643304e-12,4.62093444818385e-12,1.3501857284219055e-12,1.9237336819148575e-28,3.2707487197619442e-12,-3.6359357326525292
1st2KB_B64-T51,4.25,-1.90146401228553e-12,4.802439776885228e-12,1.3326553327117843e-12,3.70156926199621e-26,3.4697844441734063e-12,-2.7374188984457706
1st2KB_B64-T51,4.5,-2.85178066057601e-12,5.061030625219094e-12,1.3917045065131913e-12,2.106452981583241e-24,3.669326118703797e-12,-1.9102325394949082
1st2KB_B64-T51,4.75,-4.22287378676334e-12,5.275727829719613e-12,1.4071497700555303e-12,7.802185993494262e-23,3.8685780595860606e-12,-1.042198598845371
1st2KB_B64-T51,5.0,-5.90384295270918e-12,5.71669727907656e-12,1.6475458295223822e-12,1.2308365851100502e-21,4.069151448323341e-12,-0.3604666274963444
1st2KB_B64-T51,5.25,-1.24505926402119e-11,5.976905982100804e-12,1.7082744282112081e-12,2.2115544932274396e-20,4.268631531774051e-12,0.4754030399878245
1st2KB_B64-T51,5.5,-2.90187006368736e-11,5.855491274191722e-12,1.3895669239841095e-12,5.995718726561e-19,4.46592375063574e-12,1.619724894934678
1st2KB_B64-T51,5.75,-5.5205975207917e-11,6.18873763787274e-12,1.5228316521177122e-12,6.0013120002093225e-18,4.665899984443028e-12,2.3856456891817985
1st2KB_B64-T51,6.0,-1.02915717614671e-10,6.74543056767414e-12,1.8784398387603176e-12,4.003768488132598e-17,4.866950691228941e-12,3.0000838266462146
1st2KB_B64-T51,6.25,-1.6081259934797e-10,6.827391755649969e-12,1.7614214692636523e-12,4.500053829920293e-16,5.0655202810033245e-12,3.964317821403149
1st2KB_B64-T51,6.5,-2.31635141623165e-10,7.126913168645967e-12,1.8582928843642296e-12,3.461763433921118e-15,5.265158520847815e-12,4.777890091750562
1st2KB_B64-T51,6.75,-3.75288022880227e-10,7.1760457971375535e-12,1.6796032817619674e-12,3.304691291885357e-14,5.463395602456733e-12,5.789002157253765
1st2KB_B64-T51,7.0,-6.15739570442031e-10,7.728372970367946e-12,1.875216217794084e-12,1.8961022723030195e-13,5.663546525343559e-12,6.530294723145698
1st2KB_B64-T51,7.25,-8.63953464325107e-10,9.141039977035456e-12,1.5860549966510441e-12,1.6938011914110226e-12,5.86118378897339e-12,7.62597105677417
1st2KB_B64-T51,7.5,-1.26739829742206e-09,1.6763718532492866e-11,1.7114825953371883e-12,8.9912117181854e-12,6.0610242189702794e-12,8.411037909051727
1st2KB_B64-T51,7.75,-2.02255590053824e-09,5.5826812779392745e-11,1.7864717514768825e-12,4.77797756719839e-11,6.260565355931962e-12,9.23830005616744
1st2KB_B64-T51,8.0,-3.05179614912277e-09,2.2645155339528892e-10,1.9803627760727073e-12,2.1801053685353857e-10,6.460653765677651e-12,9.9884059257829
1st2KB_B64-T51,8.25,-4.52408643880631e-09,1.0112779574378702e-09,2.1254349201778046e-12,1.0024920718653922e-09,6.660450652300237e-12,10.779611663035668
1st2KB_B64-T51,8.5,-8.7346245791764e-09,7.855391318712877e-09,1.5678803324673247e-12,7.84696659424931e-09,6.8568441311006736e-12,12.0506407827945
1st2KB_B64-T51,8.75,-1.16193596966241e-08,1.2776445760073742e-08,2.0848468127236866e-12,1.2767302332712771e-08,7.058580548248028e-12,12.568405267778687
1st2KB_B64-T51,9.0,-1.67453464428036e-08,1.2776464115856753e-08,1.904871271149183e-12,1.2767302332712771e-08,7.256911872832127e-12,13.566230655489067
1st2KB_B64-T51,9.25,-2.59294328230908e-08,1.2776607356567269e-08,1.8492282803981508e-12,1.2767302332712771e-08,7.455795574100675e-12,14.48618020139639
1st2KB_B64-T51,9.5,-4.13481835437324e-08,1.2776926576344172e-08,1.9687263317563613e-12,1.2767302332712771e-08,7.655517299645215e-12,15.287982389201947
1st2KB_B64-T51,9.25,-3.75224047388656e-08,1.2775732962782263e-08,9.805217126830464e-13,1.2767302332712771e-08,7.4501083568093e-12,15.287982389201947
1st2KB_B64-T51,9.0,-3.06007521544416e-08,1.2775025955563993e-08,4.789234372502644e-13,1.2767302332712771e-08,7.244699413973383e-12,15.287982389201947
1st2KB_B64-T51,8.75,-2.42547475437505e-08,1.2774570647250523e-08,2.290240666139708e-13,1.2767302332712771e-08,7.039290471137464e-12,15.287982389201947
1st2KB_B64-T51,8.5,-1.87058990519517e-08,1.2774243233299162e-08,1.0701905808902709e-13,1.2767302332712771e-08,6.833881528301545e-12,15.287982389201947
1st2KB_B64-T51,8.25,-1.49223069456639e-08,1.277397956150824e-08,4.875621000216963e-14,1.2767302332712771e-08,6.628472585465627e-12,15.287982389201947
1st2KB_B64-T51,8.0,-1.10290638843935e-08,1.2773746995883335e-08,2.159952793518764e-14,1.2767302332712771e-08,6.423063642629707e-12,15.287982389201947
1st2KB_B64-T51,7.75,-8.43901837299654e-09,1.2773529263203079e-08,9.275790513387583e-15,1.2767302332712771e-08,6.2176546997937894e-12,15.287982389201947
1st2KB_B64-T51,7.5,-6.59183907458782e-09,1.2773318425531845e-08,3.8470621145876966e-15,1.2767302332712771e-08,6.012245756957874e-12,15.287982389201947
1st2KB_B64-T51,7.25,-5.24962295855858e-09,1.2773110703475744e-08,1.5339488502814453e-15,1.2767302332712771e-08,5.806836814121954e-12,15.287982389201947
1st2KB_B64-T51,7.0,-4.00492217167425e-09,1.277290434533006e-08,5.847460036258588e-16,1.2767302332712771e-08,5.601427871286037e-12,15.287982389201947
1st2KB_B64-T51,6.75,-2.8406381691326e-09,1.0873266518108345e-08,2.116138593956976e-16,1.0867870287566036e-08,5.396018928450114e-12,15.287982389201947
1st2KB_B64-T51,6.5,-2.1705903741065e-09,6.6143592780733495e-09,7.204642669391746e-17,6.609168596041309e-09,5.1906099856142e-12,15.287982389201947
1st2KB_B64-T51,6.25,-1.67335745260289e-09,4.0097538223901555e-09,2.280217352061509e-17,4.0047685985452035e-09,4.985201042778279e-12,15.287982389201947
1st2KB_B64-T51,6.0,-1.25563026642794e-09,2.4224742542609016e-09,6.599670265816019e-18,2.4176944555612894e-09,4.7797920999423605e-12,15.287982389201947
1st2KB_B64-T51,5.75,-9.44619160669902e-10,1.4586355231378176e-09,1.7063590082972698e-18,1.454061138274352e-09,4.574383157106444e-12,15.287982389201947
1st2KB_B64-T51,5.5,-6.94735990958151e-10,8.755004093502359e-10,3.8033165388950425e-19,8.711314347556337e-10,4.3689742142705265e-12,15.287982389201947
1st2KB_B64-T51,5.25,-5.05625319391356e-10,5.239985685254354e-10,6.891036596833684e-20,5.198350031850903e-10,4.163565271434609e-12,15.287982389201947
1st2KB_B64-T51,5.0,-3.5097252881755e-10,3.1290779500905986e-10,9.091363451072719e-21,3.0894963867136984e-10,3.958156328598686e-12,15.287982389201947
1st2KB_B64-T51,4.75,-2.55764298628947e-10,1.866082822948825e-10,6.751899082015284e-22,1.828555349084445e-10,3.752747385762769e-12,15.287982389201947
1st2KB_B64-T51,4.5,-1.76784503702621e-10,1.1131364033036509e-10,1.0075313134340008e-23,1.0776630188742817e-10,3.5473384429268513e-12,15.287982389201947
1st2KB_B64-T51,4.25,-1.20329551878129e-10,6.657826556961389e-11,-1.5567152657034974e-23,6.323633606953853e-11,3.341929500090932e-12,15.287982389201947
1st2KB_B64-T51,4.0,-8.12168596264762e-11,4.0077785117019826e-11,-8.380798490816805e-22,3.6941264560602884e-11,3.136520557255015e-12,15.287982389201947
1st2KB_B64-T51,3.75,-5.22450312179235e-11,2.4412810472949685e-11,-1.0659045619624552e-20,2.1481698869189634e-11,2.9311116144190967e-12,15.287982389201947
1st2KB_B64-T51,3.5,-3.21558751847917e-11,1.5158979872934542e-11,-7.853287952686839e-20,1.2433277279884243e-11,2.725702671583178e-12,15.287982389201947
1st2KB_B64-T51,3.25,-1.960146801816e-11,9.68187227304206e-12,-4.25895738611456e-19,7.161578970190537e-12,2.5202937287472607e-12,15.287982389201947
1st2KB_B64-T51,3.0,-1.24079262489585e-11,6.419585946467779e-12,-1.8876644454743075e-18,4.104703048220882e-12,2.314884785911342e-12,15.287982389201947
1st2KB_B64-T51,2.75,-7.51738688659076e-12,4.450167448219991e-12,-7.235137050832098e-18,2.3406988402816202e-12,2.109475843075422e-12,15.287982389201947
1st2KB_B64-T51,2.5,-3.97707864904784e-12,3.2318598406298845e-12,-2.482202800746301e-17,1.3278177624183878e-12,1.904066900239504e-12,15.287982389201947
1st2KB_B64-T51,2.25,-2.1131631600807e-12,2.4477767845084327e-12,-7.798332109070882e-17,7.491968104259385e-13,1.6986579574035851e-12,15.287982389201947
1st2KB_B64-T51,2.0,-1.04179067716287e-12,1.913408861799007e-12,-2.279745858363924e-16,4.2038782181717394e-13,1.4932490145676696e-12,15.287982389201947
1st2KB_B64-T51,1.75,-4.00579499041862e-13,1.5217596863504223e-12,-6.274504043078981e-16,2.345470650229791e-13,1.287840071731751e-12,15.287982389201947
1st2KB_B64-T51,1.5,-1.74563664846923e-13,1.210885862485106e-12,-1.6403491905550286e-15,1.3009508277982822e-13,1.0824311288958328e-12,15.287982389201947
1st2KB_B64-T51,1.25,5.01747996178425e-14,9.446444861430602e-13,-4.1016605942843016e-15,7.17239606774301e-14,8.770221860599144e-13,15.287982389201947
1st2KB_B64-T51,1.0,7.64001288990936e-14,7.010463543759945e-13,-9.86372041027918e-15,3.929683156227963e-14,6.716132432239941e-13,15.287982389201947
1st2KB_B64-T51,0.75,1.00128611727878e-13,4.64681430649219e-13,-2.291498160099246e-14,2.1392111862135594e-14,4.662043003880759e-13,15.287982389201947
1st2KB_B64-T51,0.5,1.5597587240887e-13,2.2074612199202228e-13,-5.161730385833994e-14,1.1568068298204345e-14,2.607953575521579e-13,15.287982389201947
1st2KB_B64-T51,0.25,1.91055396329964e-13,-5.1485763405789793e-14,-1.1308490347056415e-13,6.212725348533913e-15,5.5386414716240446e-14,15.287982389201947
