sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,8.25,-1.49223069456639e-08,1.2774215324348908e-08,4.8752720479834784e-14,1.2767537694330817e-08,6.628877297610483e-12,15.287982389201947
1st2KB_B64-T51,8.0,-1.10290638843935e-08,1.2773982748126056e-08,2.1597982039082247e-14,1.2767537694330817e-08,6.423455813198393e-12,15.287982389201947
1st2KB_B64-T51,7.75,-8.43901837299654e-09,1.2773765003786241e-08,9.275126637377327e-15,1.2767537694330817e-08,6.2180343287863045e-12,15.287982389201947
1st2KB_B64-T51,7.5,-6.59183907458782e-09,1.2773554153961969e-08,3.846786777165616e-15,1.2767537694330817e-08,6.012612844374218e-12,15.287982389201947
1st2KB_B64-T51,7.25,-5.24962295855858e-09,1.2773346419529843e-08,1.5338390642916481e-15,1.2767537694330817e-08,5.807191359962127e-12,15.287982389201947
1st2KB_B64-T51,7.0,-4.00492217167425e-09,1.277314004891052e-08,5.847041528700295e-16,1.2767537694330817e-08,5.601769875550039e-12,15.287982389201947
1st2KB_B64-T51,6.75,-2.8406381691326e-09,1.0873968120675765e-08,2.1159871401649993e-16,1.0868571560685912e-08,5.3963483911379456e-12,15.287982389201947
1st2KB_B64-T51,6.5,-2.1705903741065e-09,6.6147754307651775e-09,7.204127027148259e-17,6.609584431817182e-09,5.19092690672586e-12,15.287982389201947
1st2KB_B64-T51,6.25,-1.67335745260289e-09,4.009999607613559e-09,2.280054155016899e-17,4.005014079390704e-09,4.9855054223137685e-12,15.287982389201947
1st2KB_B64-T51,6.0,-1.25563026642794e-09,2.422618796120236e-09,6.5991979219485325e-18,2.417838705583136e-09,4.780083937901679e-12,15.287982389201947
1st2KB_B64-T51,5.75,-9.44619160669902e-10,1.4587201659087662e-09,1.7062368827696547e-18,1.45414550174904e-09,4.5746624534895915e-12,15.287982389201947
1st2KB_B64-T51,5.5,-6.94735990958151e-10,8.75549774475519e-10,3.803044332380035e-19,8.711805331261371e-10,4.369240969077503e-12,15.287982389201947
1st2KB_B64-T51,5.25,-5.05625319391356e-10,5.240272531431466e-10,6.890543399636572e-20,5.198634335895758e-10,4.1638194846654144e-12,15.287982389201947
1st2KB_B64-T51,5.0,-3.5097252881755e-10,3.1292441339045864e-10,9.090712774660104e-21,3.089660153811145e-10,3.958398000253321e-12,15.287982389201947
1st2KB_B64-T51,4.75,-2.55764298628947e-10,1.866178938835311e-10,6.751415843005305e-22,1.8286491736701473e-10,3.7529765158412325e-12,15.287982389201947
1st2KB_B64-T51,4.5,-1.76784503702621e-10,1.1131920213788214e-10,1.0074592035833553e-23,1.0777164710644293e-10,3.547555031429144e-12,15.287982389201947
1st2KB_B64-T51,4.25,-1.20329551878129e-10,6.658149707740345e-11,-1.5566038503024854e-23,6.323936353040195e-11,3.3421335470170535e-12,15.287982389201947
1st2KB_B64-T51,4.0,-8.12168596264762e-11,4.007968094958522e-11,-8.3801986701269035e-22,3.694296888781827e-11,3.1367120626049654e-12,15.287982389201947
1st2KB_B64-T51,3.75,-5.22450312179235e-11,2.441394284022148e-11,-1.065828274290062e-20,2.1482652272686886e-11,2.931290578192876e-12,15.287982389201947
1st2KB_B64-T51,3.5,-3.21558751847917e-11,1.515967611345113e-11,-7.852725886363149e-20,1.24338070981976e-11,2.7258690937807867e-12,15.287982389201947
1st2KB_B64-T51,3.25,-1.960146801816e-11,9.682318547551742e-12,-4.258652569006706e-19,7.1618713640483e-12,2.520447609368698e-12,15.287982389201947
1st2KB_B64-T51,3.0,-1.24079262489585e-11,6.419887481183321e-12,-1.887529343766377e-18,4.104863243756056e-12,2.3150261249566084e-12,15.287982389201947
1st2KB_B64-T51,2.75,-7.51738688659076e-12,4.450383343719451e-12,-7.234619226080445e-18,2.3407859377941595e-12,2.1096046405445175e-12,15.287982389201947
1st2KB_B64-T51,2.5,-3.97707864904784e-12,3.2320230710008818e-12,-2.4820251474358315e-17,1.3278647351199278e-12,1.9041831561324285e-12,15.287982389201947
1st2KB_B64-T51,2.25,-2.1131631600807e-12,2.4479056206958688e-12,-7.797773975982412e-17,7.492219267152899e-13,1.6987616717203386e-12,15.287982389201947
1st2KB_B64-T51,2.0,-1.04179067716287e-12,1.913513358152746e-12,-2.279582695064509e-16,4.2040112911400105e-13,1.4933401873082517e-12,15.287982389201947
1st2KB_B64-T51,1.75,-4.00579499041862e-13,1.521845344161903e-12,-6.274054971627394e-16,2.3455404676290325e-13,1.2879187028961626e-12,15.287982389201947
1st2KB_B64-T51,1.5,-1.74563664846923e-13,1.210955693924995e-12,-1.6402317894047519e-15,1.3009870723032636e-13,1.0824972184840732e-12,15.287982389201947
1st2KB_B64-T51,1.25,5.01747996178425e-14,9.447001877712073e-13,-4.10136703503813e-15,7.172582073426169e-14,8.770757340719837e-13,15.287982389201947
1st2KB_B64-T51,1.0,7.64001288990936e-14,7.010890093757158e-13,-9.863014455639215e-15,3.9297774171462676e-14,6.716542496598925e-13,15.287982389201947
1st2KB_B64-T51,0.75,1.00128611727878e-13,4.647120065950133e-13,-2.2913341556778688e-14,2.1392582903988698e-14,4.662327652478033e-13,15.287982389201947
1st2KB_B64-T51,0.5,1.5597587240887e-13,2.2076597128201376e-13,-5.1613609565147766e-14,1.1568300011447296e-14,2.608112808357142e-13,15.287982389201947
1st2KB_B64-T51,0.25,1.91055396329964e-13,-5.1474176169988765e-14,-1.1307680989035402e-13,6.2128372967394595e-15,5.538979642362579e-14,15.287982389201947
1st2KB_B64-T51,0.0,2.28024820162973e-13,-3.882906184504296e-13,-2.415719352275196e-13,3.3130047655538923e-15,-1.5003168798846392e-13,15.287982389201947
1st2KB_B64-T53,0.0,2.47765031418951e-14,-4.493407392826701e-14,-4.461225729643583e-23,1.7024895467652314e-33,-4.493407388365475e-14,0.4718873060077289
1st2KB_B64-T53,-0.25,2.5310235542619e-14,-2.5035555979178217e-13,-1.496038088462111e-21,-3.5488707985641064e-46,-2.5035555829574404e-13,0.4718873060077289
1st2KB_B64-T53,-0.5,6.71524196926149e-14,-4.557770591875675e-13,-1.6479734159326994e-20,-6.628825841737296e-46,-4.557770427078333e-13,0.4718873060077289
1st2KB_B64-T53,-0.75,8.63740502732302e-14,-6.611986398271508e-13,-1.1270722802531631e-19,-1.1123995753019525e-45,-6.611985271199228e-13,0.4718873060077289
1st2KB_B64-T53,-1.0,1.04806185160632e-13,-8.666205947167818e-13,-5.831847700021497e-19,-1.7479423728411803e-45,-8.666200115320118e-13,0.4718873060077289
1st2KB_B64-T53,-1.25,1.28161465272857e-13,-1.072043997024481e-12,-2.5010803797896806e-18,-2.6239653563419988e-45,-1.0720414959441012e-12,0.4718873060077289
1st2KB_B64-T53,-1.5,1.55286617982767e-13,-1.2774723331136455e-12,-9.352757454907509e-18,-3.806923773654655e-45,-1.2774629803561906e-12,0.4718873060077289
1st2KB_B64-T53,-1.75,2.61340509779759e-13,-1.4829159376863992e-12,-3.147291811915045e-17,-5.37748272532825e-45,-1.48288446476828e-12,0.4718873060077289
