index,segment_index,voltage_v,polarization_uc_cm2,polarization_change_uc_cm2,screening_charge_uc_cm2,fe_field_mv_cm,il_field_mv_cm,residual_mv_cm,converged,used_fallback,j_total_uA_per_um2,j_thermionic_uA_per_um2,j_tunneling_uA_per_um2,j_pf_uA_per_um2,j_tat_uA_per_um2,j_sclc_uA_per_um2,top_barrier_ev,bottom_barrier_ev,tunneling_transmission,trap_tunneling_transmission
52,0,-7.0,-113.02319117300496,0.0,-114.79492249060405,-1.2506308844109144,0.0,1.2506308844109144,1,0,-2.2062736251593164e-15,-7.48417990032964e-50,-8.232488862041625e-211,-2.2062736251593164e-15,-1.6642657807716536e-192,0.0,3.2239085260621656,3.2239085260621656,2.372535942494253e-220,1.4789326782097036e-195
53,0,-6.75,-113.02319117300496,0.0,-114.71651365436098,-1.1952836027761364,0.0,1.1952836027761364,1,0,-1.923612401027753e-15,-6.827482581679118e-50,-8.654404473138198e-215,-1.923612401027753e-15,-2.5020353452428932e-197,0.0,3.226282655396722,3.226282655396722,2.4941285700459894e-224,2.279464340806665e-200
54,0,-6.5,-113.02319117300496,0.0,-114.63810481811787,-1.1399363211413445,0.0,1.1399363211413445,1,0,-1.6699712156845536e-15,-6.215017965776119e-50,-1.2487141863954504e-218,-1.6699712156845536e-15,-7.038090797777453e-202,0.0,3.228712417835117,3.228712417835117,3.5986921315930646e-228,6.577850684849965e-205
55,0,-6.25,-113.02319117300496,0.0,-114.55969598187475,-1.0845890395065387,0.0,1.0845890395065387,1,0,-1.4430183213083684e-15,-5.644436977059824e-50,-2.376861698781118e-222,-1.4430183213083684e-15,-3.250586354167672e-206,0.0,3.2312019178826805,3.2312019178826805,6.849920971891425e-232,3.1186831481538895e-209
56,0,-6.0,-113.02319117300496,0.0,-114.48128714563165,-1.0292417578717468,0.0,1.0292417578717468,1,0,-1.2405687900106873e-15,-5.113490431476554e-50,-5.785702870197609e-226,-1.2405687900106873e-15,-2.2624281687767235e-210,0.0,3.2337557910349233,3.2337557910349233,1.6673922360742554e-235,2.2298261505810336e-213
57,0,-5.75,-113.02319117300496,0.0,-114.40287830938856,-0.9738944762369548,0.0,0.9738944762369548,1,0,-1.060577127964272e-15,-4.620025247182187e-50,-1.7564302365760025e-229,-1.060577127964272e-15,-2.23271736563051e-214,0.0,3.2363793052334784,3.2363793052334784,5.061888253471383e-239,2.2622459229806213e-217
58,0,-5.5,-113.02319117300496,0.0,-114.32446947314546,-0.9185471946021628,0.0,0.9185471946021628,1,0,-9.011301967907737e-16,-4.1619807044074726e-50,-6.514165771156451e-233,-9.011301967907737e-16,-2.984801802013344e-218,0.0,3.239078488695914,3.239078488695914,1.877329284791971e-242,3.111522938201459e-221
59,0,-5.25,-113.02319117300496,0.0,-114.24606063690237,-0.8631999129673708,0.0,0.8631999129673708,1,0,-7.604404323897752e-16,-3.737384728302832e-50,-2.9008318792452426e-236,-7.604404323897752e-16,-5.216673625476346e-222,0.0,3.241860293016871,3.241860293016871,8.35996016754488e-246,5.59969286083549e-225
60,0,-5.0,-113.02319117300496,0.0,-114.16765180065924,-0.8078526313325648,0.0,0.8078526313325648,1,0,-6.368393520571608e-16,-3.344350157718741e-50,-1.5283790097906184e-239,-6.368393520571608e-16,-1.158544296085479e-225,0.0,3.244732804219181,3.244732804219181,4.404663274069405e-249,1.281680017503991e-228
61,0,-4.75,-113.02319117300496,0.0,-114.08924296441616,-0.7525053496977868,0.0,0.7525053496977868,1,0,-5.28771341581758e-16,-2.9810709458264605e-50,-9.407726439173525e-243,-5.28771341581758e-16,-3.1941085620124657e-229,0.0,3.2477055201998493,3.2477055201998493,2.7112297979541203e-252,3.645191225879314e-232
